iter	Logloss
127	0.4477088474
128	0.4472954075
129	0.446991439
130	0.4464489835
131	0.4460198551
132	0.4457392155
133	0.44534475
134	0.4448749195
135	0.4445771405
136	0.4443284219
137	0.4435632376
138	0.4427472785
139	0.4422058266
140	0.4414529576
141	0.4410313395
142	0.4406283868
143	0.439348661
144	0.4385475097
145	0.4375069735
146	0.4371352362
147	0.4367891605
148	0.4364538744
149	0.4362880638
150	0.4360064882
151	0.4357041267
152	0.4353142586
153	0.4349236583
154	0.4345192183
155	0.4343077438
156	0.434040539
157	0.4337703116
158	0.433460488
159	0.4331650241
160	0.4329306275
161	0.4325287167
162	0.4323098216
163	0.4319056161
164	0.4313028291
165	0.4310260984
166	0.4300511306
167	0.4298230655
168	0.4296061412
169	0.4293218484
170	0.4288660178
171	0.4284081292
172	0.428151825
173	0.4264911616
174	0.4261442883
175	0.4258061641
176	0.4254241634
177	0.4248849538
178	0.4246009278
179	0.4242454683
180	0.4238745695
181	0.4232370352
182	0.4229793963
183	0.4228196075
184	0.4224686203
185	0.4219796139
186	0.4217061627
187	0.4213657114
188	0.4211402903
189	0.4209326276
190	0.4206045696
191	0.4203739955
192	0.4199851052
193	0.4197777748
194	0.4194917329
195	0.4191291525
196	0.4189382456
197	0.4185358844
198	0.4180120204
199	0.4177487605
200	0.4173678834
201	0.4171510549
202	0.416855363
203	0.4166115344
204	0.4161276657
205	0.415638512
206	0.4152901486
207	0.4150317566
208	0.4147598755
209	0.4144984925
210	0.4142588159
211	0.4139739746
212	0.4135924478
213	0.4132339019
214	0.4129905659
215	0.4127428887
216	0.4125330462
217	0.4123595808
218	0.412141143
219	0.41181583
220	0.4116682772
221	0.4113192251
222	0.411052907
223	0.4108503826
224	0.4106237111
225	0.4104578004
226	0.4102718742
227	0.4097156539
228	0.4094948653
229	0.4092543874
230	0.4090283616
231	0.4087777074
232	0.4084440285
233	0.4082491377
234	0.4079115449
235	0.4076987217
236	0.4073681945
237	0.4061201502
238	0.4059632565
239	0.4057446487
240	0.405368926
241	0.405082698
242	0.4048407849
243	0.4039467291
244	0.4037729385
245	0.4035225074
246	0.4032499181
247	0.4030203468
248	0.4028342657
249	0.402535552
250	0.4019674829
251	0.4018063897
252	0.4014604398
253	0.4012469744
254	0.4009983639
255	0.4007280884
256	0.4004136871
257	0.4002705419
258	0.4000575025
259	0.3998839829
260	0.3997672405
261	0.3995738263
262	0.3993319047
263	0.3991515618
264	0.3985878871
265	0.3983654824
266	0.3981674434
267	0.3977671075
268	0.3972791038
269	0.3970347167
270	0.3967702786
271	0.3965810358
272	0.3962970362
273	0.3961280058
274	0.3959936958
275	0.395765515
276	0.3956421689
277	0.3953505434
278	0.3948480666
279	0.3945269947
280	0.3936215232
281	0.3934321328
282	0.3932883167
283	0.3930099799
284	0.3927105599
285	0.392509213
286	0.3920264117
287	0.391805505
288	0.391374787
289	0.3911471641
290	0.3909000846
291	0.3904177684
292	0.3901583686
293	0.3898544059
294	0.3895904871
295	0.3892126903
296	0.3888835149
297	0.3886708807
298	0.3881323401
299	0.387815477
300	0.3876046963
301	0.3874024971
302	0.3871624699
303	0.3869030533
304	0.3865605885
305	0.386369571
306	0.3860641897
307	0.3857770896
308	0.3855187547
309	0.3852320052
310	0.3846848102
311	0.3844640055
312	0.3842748086
313	0.3837362936
314	0.3827071948
315	0.3825156568
316	0.382286836
317	0.3820584166
318	0.3814368668
319	0.3812750689
320	0.381082854
321	0.380618424
322	0.3798984065
323	0.3796672592
324	0.3792807065
325	0.3789330362
326	0.3787670163
327	0.378470219
328	0.3782207079
329	0.3777941314
330	0.3773363356
331	0.3767765516
332	0.3763404158
333	0.3761325481
334	0.3758140887
335	0.3749984613
336	0.3741593149
337	0.3739470865
338	0.373552665
339	0.3728864168
340	0.3725157785
341	0.3723522239
342	0.3718795176
343	0.371477246
344	0.3712384417
345	0.3710154513
346	0.3700929889
347	0.3699444823
348	0.3697613289
349	0.3694235657
350	0.3692308013
351	0.3689526885
352	0.3681660302
353	0.3679291639
354	0.3674557763
355	0.3671834366
356	0.3669322313
357	0.3667509131
358	0.3665948469
359	0.3660277856
360	0.3657764748
361	0.3652239169
362	0.3650530349
363	0.3648183397
364	0.3644541529
365	0.3642301523
366	0.3640231542
367	0.3638936293
368	0.36365399
369	0.3634664818
370	0.3631915745
371	0.3628991611
372	0.3627602171
373	0.3625033894
374	0.3620815504
375	0.3617873286
376	0.3613183872
377	0.3610438547
378	0.36021324
379	0.3600060911
380	0.3596581996
381	0.3594495222
382	0.3591993297
383	0.3589566526
384	0.3585148708
385	0.3581149584
386	0.3576372149
387	0.3571639978
388	0.3568199857
389	0.3565863943
390	0.3558113313
391	0.3555314699
392	0.3554598913
393	0.3550170356
394	0.354730266
395	0.3543267079
396	0.3539660406
397	0.3532665665
398	0.3526938408
399	0.352443901
400	0.3522337812
401	0.3519727098
402	0.3517556185
403	0.3514735158
404	0.3509251677
405	0.3506504068
406	0.350410332
407	0.3502750789
408	0.3500107956
409	0.3495503082
410	0.3491111442
411	0.3486680537
412	0.3485406308
413	0.3484126909
414	0.3481137955
415	0.3479265805
416	0.3477541421
417	0.3475478473
418	0.3467179651
419	0.3464307056
420	0.3461763076
421	0.3459179608
422	0.3455221814
423	0.3452172621
424	0.3450447445
425	0.3447121484
426	0.3445399504
427	0.3443349002
428	0.3440844146
429	0.3438989963
430	0.3438064958
431	0.3433880974
432	0.3430048474
433	0.3427491557
434	0.3424274038
435	0.3421551969
436	0.3419271325
437	0.3416804205
438	0.3414431149
439	0.3412801152
440	0.3407099702
441	0.3404271169
442	0.3402499578
443	0.3399406458
444	0.3396733034
445	0.3392329486
446	0.3389340353
447	0.3387259089
448	0.338473063
449	0.3380537746
450	0.3374820405
451	0.337305642
452	0.3369276691
453	0.33656878
454	0.3364575577
455	0.3362603832
456	0.3360397379
457	0.335553961
458	0.3351953142
459	0.3349923287
460	0.3346003451
461	0.3343685462
462	0.3341600362
463	0.3339477437
464	0.3337943558
465	0.3335457053
466	0.3331526605
467	0.3328880347
468	0.3325254777
469	0.3321367776
470	0.3318149867
471	0.3315498491
472	0.3313271888
473	0.3311461201
474	0.3309720957
475	0.3307871915
476	0.3305068341
477	0.3303453285
478	0.3300268079
479	0.3296721323
480	0.3292926595
481	0.3291099809
482	0.3288668891
483	0.3285258288
484	0.3283172861
485	0.3281082297
486	0.3278824174
487	0.3272518598
488	0.3270816573
489	0.3268548088
490	0.3266204274
491	0.3264232309
492	0.3262255128
493	0.3258744569
494	0.3256564806
495	0.3253517878
496	0.3251510171
497	0.3249983256
498	0.3246684131
499	0.3245066609
500	0.32432159
501	0.3239769386
502	0.3236761433
503	0.3234967362
504	0.3232518839
505	0.322560041
506	0.3223904115
507	0.3221551821
508	0.321998827
509	0.3218900151
510	0.3213917638
511	0.3212404795
512	0.3211249796
513	0.3209647125
514	0.320754233
515	0.3205838014
516	0.320405673
517	0.3202376879
518	0.320004343
519	0.3197887969
520	0.3189706884
521	0.3187589024
522	0.3184832684
523	0.3184067033
524	0.3179850379
525	0.3178809254
526	0.3175437122
527	0.3174209515
528	0.3172821367
529	0.3170751274
530	0.3168200183
531	0.3165864573
532	0.3164365115
533	0.3162826199
534	0.3159822122
535	0.3156830282
536	0.3155687923
537	0.3153563511
538	0.3152071542
539	0.3149445332
540	0.3146501093
541	0.3144511985
542	0.3143253252
543	0.3140875928
544	0.3138374657
545	0.3136370516
546	0.3135031032
547	0.3133281566
548	0.3131931896
549	0.3129177506
550	0.3125213309
551	0.3124089099
552	0.3120076575
553	0.3118441655
554	0.3116832537
555	0.3114390444
556	0.3109745445
557	0.3104991257
558	0.3098911086
559	0.3093133259
560	0.3091057175
561	0.3088889614
562	0.3087585801
563	0.3086445932
564	0.3084663531
565	0.3082254233
566	0.3080376344
567	0.3077459929
568	0.3075122492
569	0.3073059897
570	0.3071693423
571	0.3070451082
572	0.3068523856
573	0.3067029969
574	0.306440521
575	0.3062653086
576	0.3060628425
577	0.3055905339
578	0.3053841967
579	0.3052418594
580	0.3049881104
581	0.30482131
582	0.304560345
583	0.304429555
584	0.3041634912
585	0.3039570553
586	0.3037235969
587	0.3036096899
588	0.3033853494
589	0.3032391167
590	0.3030206736
591	0.3027952717
592	0.3025984574
593	0.3024180761
594	0.3022176512
595	0.3020769266
596	0.3019575832
597	0.3017426518
598	0.3015491837
599	0.3013939906
600	0.3012947864
601	0.3009736039
602	0.3008763782
603	0.300591686
604	0.3004161783
605	0.3002171652
606	0.2998110187
607	0.2995789195
608	0.2993875426
609	0.2991726293
610	0.2990513775
611	0.298557763
612	0.2983644279
613	0.2981970087
614	0.2981074538
615	0.2980316072
616	0.2978229856
617	0.29748678
618	0.297369492
619	0.2972711972
620	0.2971356367
621	0.2969493431
622	0.2965289192
623	0.2963758504
624	0.2959458415
625	0.2958457087
626	0.295634551
627	0.2954502855
628	0.295279056
629	0.2951747258
630	0.2945742459
631	0.294470419
632	0.2943861133
633	0.2941983146
634	0.2937299146
635	0.293558234
636	0.2933695475
637	0.2931756514
638	0.292887499
639	0.2926987721
640	0.2926190592
641	0.292429993
642	0.2921899994
643	0.2917727314
644	0.291666483
645	0.2912408479
646	0.2910501496
647	0.2909089865
648	0.2908213115
649	0.2906812742
650	0.2904616999
651	0.2903322779
652	0.2901821964
653	0.2900655599
654	0.2899630596
655	0.2897226104
656	0.2893500714
657	0.2892424111
658	0.2890703395
659	0.2888824321
660	0.2886843968
661	0.2885507808
662	0.2883789888
663	0.2882339717
664	0.2881021992
665	0.2879558834
666	0.2878002436
667	0.2875768412
668	0.2874082287
669	0.2872775336
670	0.2869432094
671	0.28681634
672	0.2866868885
673	0.2865575272
674	0.2863595104
675	0.2862021424
676	0.2860412425
677	0.2858481675
678	0.2857484609
679	0.2855242608
680	0.2853814923
681	0.2852161616
682	0.2850893107
683	0.2846931544
684	0.2844765847
685	0.2843041024
686	0.2841760201
687	0.2839058483
688	0.283786575
689	0.2836195881
690	0.2834233266
691	0.2831364628
692	0.2829343334
693	0.2824513951
694	0.282393948
695	0.2822302531
696	0.2817914364
697	0.2816473664
698	0.2813250098
699	0.2810566664
700	0.2808959298
701	0.2807437993
702	0.2804201177
703	0.2800979552
704	0.2797439891
705	0.2795922933
706	0.2793736783
707	0.2792022803
708	0.278835553
709	0.27868019
710	0.2785851907
711	0.2784716052
712	0.2783443671
713	0.2783004872
714	0.2781508655
715	0.2779788596
716	0.2778247781
717	0.2777105536
718	0.2775696852
719	0.2774173089
720	0.2773078851
721	0.2771014349
722	0.2770204529
723	0.276831323
724	0.2765831389
725	0.2764487271
726	0.2763092288
727	0.2762574152
728	0.2760928808
729	0.2759054939
730	0.2757756764
731	0.2754860183
732	0.2753203439
733	0.2751959755
734	0.2750835176
735	0.2749267043
736	0.2748324038
737	0.2746325857
738	0.2744905612
739	0.2743813333
740	0.2742968797
741	0.2740853814
742	0.2739577721
743	0.2738390276
744	0.2736240351
745	0.2735111223
746	0.2733233674
747	0.2731149321
748	0.2727240336
749	0.2725727206
750	0.2724675366
751	0.2723710487
752	0.2721219018
753	0.2717559613
754	0.2715152096
755	0.2714524831
756	0.2713704186
757	0.271182451
758	0.2710603425
759	0.270917025
760	0.2708076279
761	0.2706871661
762	0.2705702763
763	0.2704396485
764	0.2702787917
765	0.2701344461
766	0.2700458986
767	0.2699889783
768	0.2698172612
769	0.2696993073
770	0.2695603376
771	0.2693748857
772	0.2692553917
773	0.2691193281
774	0.2688693857
775	0.2687856686
776	0.2686813682
777	0.2685394278
778	0.2683875397
779	0.2682017314
780	0.2680668078
781	0.2679292753
782	0.267617316
783	0.2674240914
784	0.267242317
785	0.2669834898
786	0.2665892155
787	0.2664679621
788	0.2663084236
789	0.2661872287
790	0.26602914
791	0.2659536864
792	0.2658804498
793	0.2657491096
794	0.2656056092
795	0.265382229
796	0.2652246832
797	0.2651259029
798	0.2649707409
799	0.2648747246
800	0.2648006077
801	0.2647064788
802	0.2646172281
803	0.2645371495
804	0.2644031674
805	0.2642549102
806	0.2641043025
807	0.2639405712
808	0.2637696017
809	0.2636879847
810	0.2635011584
811	0.2632853806
812	0.2630956263
813	0.2629335017
814	0.2627610399
815	0.2627212655
816	0.2626335187
817	0.262531116
818	0.2623358592
819	0.2621863406
820	0.2620340972
821	0.2619095217
822	0.2618139889
823	0.2617280354
824	0.2616360843
825	0.2614639329
826	0.2612831039
827	0.2612155172
828	0.261132432
829	0.261000297
830	0.2608501153
831	0.2606287986
832	0.2604809245
833	0.2602814126
834	0.2599906808
835	0.2598187973
836	0.2596766058
837	0.2595322406
838	0.2594885154
839	0.2593813669
840	0.2592140433
841	0.2591005934
842	0.259043464
843	0.258890677
844	0.2587864759
845	0.2586525572
846	0.2584952739
847	0.2584081039
848	0.2583285795
849	0.2582475365
850	0.2581218596
851	0.2580588298
852	0.2579693144
853	0.2578150526
854	0.2577413167
855	0.2575377224
856	0.2574383747
857	0.2572997388
858	0.2571174337
859	0.2569999863
860	0.2568673798
861	0.2568031709
862	0.2566420413
863	0.2565537453
864	0.2563983018
865	0.2561295046
866	0.2560256098
867	0.2558929727
868	0.2557171076
869	0.2555776123
870	0.2554516934
871	0.2553229697
872	0.2551945232
873	0.2550343759
874	0.2549575498
875	0.2548550859
876	0.2547355199
877	0.2546436978
878	0.2545182421
879	0.2543925305
880	0.2541891227
881	0.2540825757
882	0.2539949021
883	0.2538585788
884	0.2537870334
885	0.253721398
886	0.2536383937
887	0.2534507034
888	0.2533062425
889	0.2532028596
890	0.253135498
891	0.2529928716
892	0.2529201879
893	0.2528189783
894	0.2527616763
895	0.2526848107
896	0.2526157665
897	0.2525077633
898	0.2524029751
899	0.2522607469
900	0.2520979742
901	0.2519424472
902	0.2518266084
903	0.2517632001
904	0.2516088219
905	0.2514237126
906	0.2512808507
907	0.2510631008
908	0.2509693582
909	0.2508144025
910	0.2506843692
911	0.2505405657
912	0.2503673106
913	0.2500678533
914	0.2499826182
915	0.2498683516
916	0.2497712916
917	0.24958549
918	0.2493282481
919	0.2492649209
920	0.2491941371
921	0.2490578763
922	0.2489805783
923	0.2488662857
924	0.2487434063
925	0.2486366646
926	0.2484852849
927	0.2483607226
928	0.2482728097
929	0.2481797492
930	0.2480301059
931	0.2479438508
932	0.247783662
933	0.2477247524
934	0.2476456091
935	0.2475446578
936	0.2474181376
937	0.2472955962
938	0.2471747163
939	0.2471072014
940	0.2469878612
941	0.2468926316
942	0.2467317389
943	0.2465870312
944	0.2465039064
945	0.246307014
946	0.2461281043
947	0.2459860863
948	0.2459357747
949	0.2458591638
950	0.2457360598
951	0.245574702
952	0.2454633418
953	0.2453648189
954	0.2453065084
955	0.2451881603
956	0.2450936281
957	0.2449779705
958	0.2448816405
959	0.2447688451
960	0.2446495618
961	0.2445473578
962	0.2444196168
963	0.2442920453
964	0.2441864769
965	0.2440816961
966	0.2440608094
967	0.2438691396
968	0.2437668506
969	0.2436721266
970	0.2435191288
971	0.2434108018
972	0.2433115541
973	0.2431644655
974	0.2430866857
975	0.2429534475
976	0.242856962
977	0.2426439034
978	0.2424766856
979	0.2423666709
980	0.2422361217
981	0.2421311108
982	0.2420224301
983	0.2419451137
984	0.2418488825
985	0.2417686792
986	0.2416782953
987	0.2415395804
988	0.2414628277
989	0.2413147069
990	0.2411835608
991	0.2411021312
992	0.2410426252
993	0.2409580193
994	0.2408364323
995	0.2407547699
996	0.240531809
997	0.2404373096
998	0.240353746
999	0.2401952718
