iter	Logloss
766	0.2713604003
767	0.2711797912
768	0.2708735017
769	0.2707291129
770	0.2705822216
771	0.2704320488
772	0.2702934929
773	0.2701571119
774	0.2700315269
775	0.2699317316
776	0.2697729972
777	0.2695960976
778	0.2694047382
779	0.2692037883
780	0.2689847979
781	0.2688432991
782	0.2687158524
783	0.2685887408
784	0.2684702277
785	0.2683661555
786	0.2682630473
787	0.2680979784
788	0.2679695543
789	0.2677921522
790	0.2676746532
791	0.2675178809
792	0.2673342311
793	0.2672213902
794	0.2670378327
795	0.2668672766
796	0.2667252769
797	0.2665741063
798	0.2664266508
799	0.2663153761
800	0.2661972234
801	0.265918256
802	0.265774433
803	0.26562787
804	0.2654852109
805	0.265293253
806	0.2652032951
807	0.2650099265
808	0.2648588177
809	0.2647083576
810	0.2646276538
811	0.2644468289
812	0.2643734562
813	0.2641849719
814	0.2640830579
815	0.263981266
816	0.2638336467
817	0.2637697337
818	0.2636988145
819	0.2636147456
820	0.263521998
821	0.2634194057
822	0.263305286
823	0.2632545291
824	0.2631652443
825	0.2629845491
826	0.2628296261
827	0.2626750926
828	0.2624931838
829	0.2623815628
830	0.2622056932
831	0.2620902008
832	0.2619436364
833	0.2618744751
834	0.2617925575
835	0.2616988486
836	0.2615579975
837	0.2614734423
838	0.261333822
839	0.2612919437
840	0.261182272
841	0.2609959113
842	0.2608964569
843	0.2608112306
844	0.2606344682
845	0.2604821624
846	0.2603629961
847	0.2602122093
848	0.2600677014
849	0.2599885347
850	0.2599133617
851	0.2598110141
852	0.2596723035
853	0.2595327205
854	0.2593849434
855	0.2592156758
856	0.2591163983
857	0.2589691141
858	0.2588636957
859	0.2587270712
860	0.2585953566
861	0.2584302629
862	0.2582993329
863	0.2581949555
864	0.2578866107
865	0.2577126461
866	0.2575616653
867	0.2574608747
868	0.2573371025
869	0.2571980077
870	0.2570615992
871	0.2569371741
872	0.256811287
873	0.2566707264
874	0.2564759419
875	0.256365324
876	0.2562106862
877	0.2560784503
878	0.2559434804
879	0.2558360906
880	0.2555683316
881	0.2554179013
882	0.255282917
883	0.2551493098
884	0.2550158766
885	0.2549297401
886	0.2547639263
887	0.2545823104
888	0.2544384454
889	0.2543322815
890	0.2541727446
891	0.2539877328
892	0.2538601504
893	0.2537624105
894	0.2536642118
895	0.2535611389
896	0.2534492057
897	0.2533185886
898	0.2531790119
899	0.2531401901
900	0.2529325446
901	0.2527675264
902	0.2526527391
903	0.2524625718
904	0.2523247775
905	0.2522227655
906	0.2521197335
907	0.2520317878
908	0.2519068273
909	0.2518105865
910	0.2517766132
911	0.2516711413
912	0.2515933856
913	0.251478992
914	0.2514195201
915	0.2512172359
916	0.2510855847
917	0.2509539025
918	0.2508650356
919	0.2507512456
920	0.250618108
921	0.2505825512
922	0.2504456247
923	0.2503117948
924	0.2501454193
925	0.2500370282
926	0.2498950145
927	0.2497870576
928	0.2496597444
929	0.2495300299
930	0.2493940853
931	0.2493016917
932	0.2492317964
933	0.2490423602
934	0.2489604775
935	0.2488224552
936	0.2486937262
937	0.2485482182
938	0.2484424398
939	0.2482926765
940	0.248176075
941	0.2481377555
942	0.2479827792
943	0.2478254942
944	0.2477936262
945	0.2477062716
946	0.247594411
947	0.2474414596
948	0.2474052778
949	0.2473015764
950	0.2470636543
951	0.246960126
952	0.246850138
953	0.2467916222
954	0.2466265259
955	0.2464170655
956	0.2462921012
957	0.2461923139
958	0.2460792609
959	0.2459462912
960	0.2458483703
961	0.2457599617
962	0.2456332953
963	0.2455224822
964	0.2454423482
965	0.2453234918
966	0.2451143173
967	0.2449599545
968	0.2448248933
969	0.2447054941
970	0.2445483699
971	0.2444421503
972	0.2443526932
973	0.2442039528
974	0.2441089337
975	0.2440170107
976	0.2438864598
977	0.2438040688
978	0.2436783051
979	0.2434885999
980	0.2433630369
981	0.2432699121
982	0.243185652
983	0.2430509187
984	0.2429517526
985	0.2428677912
986	0.2427718386
987	0.2426505161
988	0.2425224554
989	0.2424061406
990	0.2422526284
991	0.2420708081
992	0.2419905029
993	0.2418848692
994	0.2418035868
995	0.2416734315
996	0.2415800189
997	0.2414817549
998	0.24138536
999	0.241269113
